,Unnamed: 0,r1,r2,r3,v
526051,526051,7.91,6.51,1.43358,0.00011
362013,362013,5.61,7.71,2.10309,0.04544
33040,33040,1.01,5.91,4.90007,0.04699
36491,36491,1.01,10.21,9.20015,0.04685
117294,117294,2.21,4.41,2.20071,0.03672
378869,378869,5.91,0.91,5.00117,0.08604
56050,56050,1.31,7.91,6.60106,0.00165
579100,579100,8.71,1.21,7.50033,0.0085
273398,273398,4.41,2.61,1.80296,0.02176
283348,283348,4.51,7.21,2.71278,0.09719
497418,497418,7.51,6.51,1.02633,0.04195
533560,533560,8.01,7.01,1.0079,0.04745
156936,156936,2.71,9.41,6.70302,0.09711
441653,441653,6.71,9.31,2.60583,0.08905
484443,484443,7.31,9.21,1.92792,0.02993
309632,309632,4.91,3.41,1.50415,0.00378
290286,290286,4.61,7.01,2.40805,0.07257
104059,104059,2.01,5.61,3.60269,0.03746
55881,55881,1.31,7.71,6.40081,0.00164
110033,110033,2.11,4.21,2.10163,0.02947
426639,426639,6.51,8.31,1.82959,0.02166
484423,484423,7.31,9.21,1.91522,0.02884
633905,633905,9.41,6.81,2.6078,0.08921
210780,210780,3.51,5.51,2.00849,0.03739
25926,25926,0.91,6.01,5.1001,0.08601
533303,533303,8.01,6.61,1.44612,0.00028
230691,230691,3.81,2.61,1.20573,0.01992
333176,333176,5.21,7.21,2.01485,0.03751
152786,152786,2.71,4.21,1.50771,0.00798
272730,272730,4.41,1.81,2.60038,0.02216
373734,373734,5.81,3.41,2.4062,0.0715
245983,245983,4.01,5.01,1.01884,0.04535
80978,80978,1.71,3.51,1.80066,0.01527
587159,587159,8.81,2.31,6.50076,0.06406
237642,237642,3.91,2.41,1.50332,0.01027
402358,402358,6.21,3.61,2.60399,0.08787
402272,402272,6.21,3.51,2.703,0.09472
489750,489750,7.41,5.91,1.50213,0.00157
376875,376875,5.81,8.41,2.62319,0.09039
493366,493366,7.51,1.41,6.10197,-8e-05
52603,52603,1.31,3.61,2.30112,0.0159
410861,410861,6.31,5.31,1.02904,0.04125
179582,179582,3.11,1.01,2.10138,0.07413
121122,121122,2.21,9.21,7.00019,0.05514
437221,437221,6.71,2.71,4.00025,0.09669
489933,489933,7.41,6.11,1.31011,0.00163
687079,687079,10.21,1.11,9.10013,0.02255
31809,31809,1.01,4.31,3.30086,0.05131
102592,102592,2.01,3.81,1.80158,0.01767
35810,35810,1.01,9.31,8.30076,0.04684
365891,365891,5.71,2.51,3.2031,0.07843
444306,444306,6.81,2.61,4.20176,0.08919
92638,92638,1.81,9.11,7.30298,0.02012
615156,615156,9.21,1.31,7.90185,0.00169
181814,181814,3.11,4.91,1.80637,0.02155
518832,518832,7.81,6.51,1.30216,0.00197
520024,520024,7.81,9.01,1.22416,0.00716
88949,88949,1.81,4.51,2.70329,0.02229
351726,351726,5.51,2.61,2.90297,0.08042
132982,132982,2.41,6.21,3.80096,0.07254
368738,368738,5.71,7.21,1.50545,0.00168
482619,482619,7.31,5.91,1.40613,-0.0001
41985,41985,1.11,8.11,7.00128,0.02251
665422,665422,9.91,1.11,8.80113,0.02255
626863,626863,9.31,7.01,2.3079,0.06389
148241,148241,2.61,7.51,4.90024,0.08931
123959,123959,2.31,3.81,1.50281,0.01115
391219,391219,6.01,8.61,2.60417,0.08889
427326,427326,6.51,9.21,2.70825,0.09697
541528,541528,8.11,9.01,0.96229,0.06328
303477,303477,4.81,5.71,0.91354,0.08441
310767,310767,4.91,5.91,1.01775,0.04464
121820,121820,2.21,10.01,7.80249,0.05516
627868,627868,9.31,8.21,1.17477,0.0125
332892,332892,5.21,6.91,1.70299,0.01209
158444,158444,2.81,1.31,1.50138,0.0461
280164,280164,4.51,2.21,2.30034,0.0404
580118,580118,8.71,2.41,6.30448,0.0728
152411,152411,2.71,3.81,1.10124,0.03481
528268,528268,7.91,10.41,2.50182,0.08061
61002,61002,1.41,5.21,3.80102,0.00109
120896,120896,2.21,8.91,6.70052,0.05513
707842,707842,10.41,8.61,1.81149,0.02026
343624,343624,5.41,1.41,4.00051,0.00071
511228,511228,7.71,5.91,1.80904,0.01999
359777,359777,5.61,3.81,1.80224,0.01997
354068,354068,5.51,6.61,1.13467,0.01823
187185,187185,3.21,1.61,1.6032,0.01964
92257,92257,1.81,8.71,6.90043,0.0201
78024,78024,1.61,8.71,7.10053,0.00636
542632,542632,8.11,10.41,2.3181,0.06482
302303,302303,4.81,3.11,1.70831,0.01484
346153,346153,5.41,4.51,0.93165,0.07628
84944,84944,1.71,8.41,6.70208,0.01261
272588,272588,4.41,1.61,2.8008,0.01077
475239,475239,7.21,5.61,1.60613,0.00609
49329,49329,1.21,8.41,7.20092,0.00849
100055,100055,1.91,9.51,7.60185,0.0284
43643,43643,1.11,10.21,9.10068,0.02255
